ts,price,signal,mr_signal,position,realized_pnl,mtm_pnl,trade_tc,cum_tc,cum_realized_pnl,cum_net_pnl,equity
0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
1,100.00207623435206,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
2,100.00950655824222,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
3,100.0075399082474,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
4,99.99956356553672,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
5,99.9911501541126,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
6,100.00218629362614,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
7,100.00546446630774,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
8,100.01639133867832,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
9,99.99628634269308,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
9,100.01213023710496,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
11,100.02469611649728,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
12,100.03573225603802,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
13,100.0240408304868,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
14,100.02098150922858,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
15,100.01508124218698,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
16,99.99574111697132,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
17,100.01169427774842,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
18,100.01803193030804,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
19,100.0144262731703,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
20,100.01617470581871,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
21,100.01235051413774,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
22,100.01781402952275,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
23,100.0143176397788,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
24,100.01289732543016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
25,100.01748670355605,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
26,100.01235130663083,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
27,100.01420900642758,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
28,100.01475550055108,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
29,100.01114984210976,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
30,100.0170504274219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
31,100.02950703952332,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
32,100.0285237936756,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
33,100.03278537017638,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
34,100.03278552903072,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
35,100.03715637323268,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
36,100.03857700448096,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
37,100.03835862843604,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
38,100.03475297154203,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
39,100.03060097842057,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
40,100.0221875673557,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
40,100.0316939663856,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
42,100.04196523570346,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
43,100.03956151797028,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
44,100.03704853217366,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
44,100.03868769773614,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
46,100.03584691062068,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
47,100.03726754142448,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
48,100.03901597420436,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
49,100.04753896988494,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
50,100.05573416371432,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
51,100.05649919213852,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
52,100.0499433222621,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
53,100.0450264594988,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9789.840724642301
