ts,price,signal,mr_signal,position,realized_pnl,mtm_pnl,trade_tc,cum_tc,cum_realized_pnl,cum_net_pnl,equity
0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
1,99.93720597227866,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
2,99.96126411839452,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
3,99.9692836058843,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
4,99.942078950847,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
5,99.9360899896992,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
6,99.92979649707767,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
7,99.9607573570538,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
8,99.9443128147132,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
9,99.94492203591008,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
10,99.94289198422382,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
11,99.92005228053488,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
12,99.92492494266584,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
13,99.88827981130748,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
14,99.9160938457694,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
15,99.92127103940854,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
16,99.93487360426302,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
17,99.92776802774286,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
18,99.92858026994998,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
19,99.89193513864656,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
20,99.90503015103714,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
21,99.8848297202867,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
23,99.88351040027896,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
24,99.86229486453372,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
25,99.86138142831358,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
26,99.86290424399552,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
27,99.8826989492792,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
28,99.87478128868172,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
29,99.87488295746594,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
30,99.89122630571968,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
31,99.90574246496696,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
32,99.90168220337152,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
33,99.89254641695491,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
34,99.89589642160922,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
35,99.87701562730886,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
36,99.8915317866616,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
37,99.87803104875148,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
38,99.89376533397488,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
39,99.88808090446948,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
40,99.88737048920864,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
41,99.881889080667,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
42,99.86625662223638,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
43,99.8439244710311,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
44,99.84757900727182,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
45,99.8431127036308,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
46,99.83570259555962,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
47,99.83742843217595,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10574.615212611032
