ts,price,signal,mr_signal,position,realized_pnl,mtm_pnl,trade_tc,cum_tc,cum_realized_pnl,cum_net_pnl,equity
0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
1,99.99237097263284,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
2,99.98941603463672,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
3,100.0108847807598,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
4,100.0338742196138,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
5,100.03794327738156,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
6,100.04730190393092,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
7,100.05564330575274,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
8,100.05869513858806,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
9,100.07456400386108,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
10,100.06947803846325,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
11,100.08443140139384,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
12,100.08392294747556,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
13,100.08534722067154,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
14,100.08504221179736,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
15,100.0799562463876,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
16,100.0973509488294,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
17,100.11505081866213,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
18,100.12746111962969,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
19,100.12776644559798,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
20,100.1328527280785,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
21,100.13885451285395,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
22,100.151569981287,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
23,100.15075635997128,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
24,100.17150790420932,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
25,100.18076480814406,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
26,100.16927032669736,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
27,100.1704911548984,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
28,100.185342795237,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
29,100.1749672611378,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
30,100.1852413900409,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
31,100.19388795925896,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
32,100.18391931484447,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
33,100.16479564731532,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
34,100.15574250523342,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
35,100.16113395510072,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
36,100.15859105155938,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
37,100.180868433003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
38,100.1821909838536,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
39,100.1753757361829,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
40,100.15920202051976,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
41,100.1738502161417,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
42,100.1738503746358,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
43,100.17293503086891,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
44,100.1653060029308,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
45,100.15452357920108,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
46,100.1551340721667,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
47,100.1578807380514,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
48,100.161848073267,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
49,100.15218459626551,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
50,100.13896083253314,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
51,100.1433350575863,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
52,100.13194229852331,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
53,100.11495480304914,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
54,100.10447754621912,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
55,100.10030708309476,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
56,100.1101743220687,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
57,100.10285046209786,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
58,100.11058152899771,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
59,100.10936101774412,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
60,100.1284850020291,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
61,100.1213645873688,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
62,100.12573881248764,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
63,100.13316471195434,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
64,100.13641998949169,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
65,100.13092713442164,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
66,100.10793801268768,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
67,100.11577080211428,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
68,100.11587268311854,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
69,100.1108884401543,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
70,100.1095662064857,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
71,100.1100749774044,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
72,100.11455092495854,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
73,100.11424591583273,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
74,100.11963736600376,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
75,100.11678929501718,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
76,100.12085835268373,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
77,100.1366254955894,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
78,100.13855838119886,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
79,100.13164141108535,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
80,100.13886386571303,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
81,100.14506909537252,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
82,100.14822265081506,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
83,100.14862969927532,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
84,100.15157980967768,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
85,100.14405250463284,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
86,100.15168184907448,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
87,100.15585262927806,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
88,100.15208905610852,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
89,100.14374797135672,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10956.782155096716
