ts,price,signal,mr_signal,position,realized_pnl,mtm_pnl,trade_tc,cum_tc,cum_realized_pnl,cum_net_pnl,equity
0,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
2,99.97931840059051,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
3,99.9933906828167,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
4,100.00362511307836,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
5,100.01769739528176,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
6,100.02601289954484,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
6,100.02409413190398,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
7,100.03763337911516,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
9,100.03432872054988,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
10,100.041364940832,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
11,100.04541616515615,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
11,100.0445634675259,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
12,100.04904111976566,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
14,100.0366748663076,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
15,100.04605644054396,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
16,100.03838089504868,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
16,100.04456425931454,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
18,100.04189924273584,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
19,100.05032135400418,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10010.873704979387
