ts,price,signal,mr_signal,position,realized_pnl,mtm_pnl,trade_tc,cum_tc,cum_realized_pnl,cum_net_pnl,equity
1,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2,99.99600833889194,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
3,99.9863871888593,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
4,99.98239552767028,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
5,99.96806607811862,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
6,99.97625458358073,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
7,99.96775933106578,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
8,99.9734913325416,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
8,99.97789272752046,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
9,99.98434120914604,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
11,99.992632068927,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
11,99.9978522983776,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
13,99.99304180244982,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
14,99.9952937561039,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
15,99.99386095355491,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
15,99.99386111155702,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
16,99.98700352861977,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
17,99.98782252194644,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
19,99.9919168535615,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
20,99.9856733970413,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
21,99.9822958618732,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
22,99.99253145419628,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
23,99.97380076771788,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
23,99.97769039077193,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
25,99.95701497192842,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
25,99.9531256651403,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
27,99.94329980668157,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
28,99.9460635321566,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
29,99.94739429678508,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
30,99.94319792677712,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
31,99.9375685962922,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
32,99.93449812420572,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
33,99.92661699805628,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
34,99.90174505007644,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
35,99.89775339005853,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
36,99.91013842354675,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
36,99.91126447942298,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
38,99.92457070193927,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
39,99.91668957589572,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
40,99.91587089931294,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
41,99.91249336409211,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
42,99.91402883746431,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
43,99.89570756752164,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
44,99.9063525775558,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
45,99.8995973496542,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
46,99.88936207361556,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
47,99.87943386045782,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
48,99.88649646843524,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
49,99.87206466434613,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
50,99.88629207612613,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
51,99.88260747797662,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
52,99.88649710111322,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
53,99.89407148048728,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
54,99.88526916524572,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
55,99.89315060767608,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
56,99.88608831563356,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
57,99.88772614390022,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
57,99.88946632587076,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
59,99.88393934906004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
60,99.8754440973013,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
61,99.86981476643848,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
62,99.87155494864062,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
63,99.88086935185171,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
63,99.8812789267772,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
65,99.8750354709309,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
66,99.86510725766264,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
67,99.8736028264236,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
68,99.88516902473448,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
68,99.88342915932866,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
70,99.88813761711928,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
70,99.88107532575542,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
72,99.8857837834865,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
73,99.89212991083824,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
74,99.88895708456272,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
75,99.89499614893728,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
76,99.90410584353356,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
76,99.8971459064895,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
78,99.8919259932289,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
79,99.87902950416934,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
80,99.8811791034927,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
81,99.883635765712,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
81,99.89059601895646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
83,99.89438328793132,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
84,99.8865021620432,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
85,99.87923516193314,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
86,99.86418923198588,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
86,99.8757554307333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
88,99.88343216412444,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
89,99.88732178733828,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
90,99.8876290088029,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
90,99.88435382823388,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
92,99.87688211946188,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
93,99.872481040684,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
94,99.88251192444436,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
95,99.8772920112593,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
96,99.86634025471604,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
97,99.87626878412053,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
98,99.8642934843216,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
99,99.86818310747913,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
100,99.86961622597283,1.0392682694721724,1.0392682694721724,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
101,99.86501043917838,1.1301152851272205,1.1301152851272205,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
102,99.87135656635608,0.9777606709644866,0.9777606709644866,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
103,99.88015919796334,0.7735314542987419,0.7735314542987419,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
104,99.88026170988354,0.7653317938831897,0.7653317938831897,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
105,99.88292308071274,0.7001739018013425,0.7001739018013425,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
105,99.88681270462044,0.6080954258054648,0.6080954258054648,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
107,99.88097866531902,0.735339696320555,0.735339696320555,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
108,99.88609654056766,0.614838627739424,0.614838627739424,0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
